MONTH,ZONE,CIRCLE,DIVISION CODE,DIVISION,OVERALL Input Energy Prog (MU),OVERALL Unit Sold Prog (MU),OVERALL Distribution Loss Prog (%),OVERALL Current Assessment With ED Prog (Lakh),OVERALL  Realisation Prog(Lakh),OVERALL % Realisation Prog,OVERALL ATC Loss,OVERALL Realisation Rate Input Prog (Rs / Unit),OVERALL Realisation Rate Sold Prog (Rs / Unit),GOVERNMENT Unit Sold Prog Govt (MU),GOVERNMENT Current Assessment With ED Prog Govt (Lakh),GOVERNMENT Realisation Prog Govt (Lakh),GOVERNMENT % Realisation Prog Govt,GOVERNMENT ATC Loss Prog Govt,NON GOVERNMENT Unit Sold Prog Non Govt (MU),NON GOVERNMENT Current Assessment With ED Prog on Govt (Lakh),NON GOVERNMENT Realisation Prog Non Govt (Lakh),NON GOVERNMENT % Realisation Prog Non Govt,NON GOVERNMENT ATC Loss Prog Non Govt
December-25,JHANSI,EDC ORAI,DIV233422,EDD I ORAI,40.94,46.61,-13.85,2358.68,1679.34,71.2,18.94,4.1,3.6,2.54,294.4,2.1,0.71,99.19,44.07,2064.28,1677.24,81.25,7.5
December-25,JHANSI,EDC ORAI,DIV233421,EDD II ORAI,52.2,43.94,15.83,1779.01,1750.64,98.41,17.17,3.35,3.98,3.66,377.13,8.45,2.24,98.11,40.28,1401.87,1742.19,124.28,-4.6
December-25,JHANSI,EUDC JHANSI,DIV233511,EUDD I JHANSI,21.22,18.13,14.54,1597.52,1716.32,107.44,8.18,8.09,9.47,0.87,86.25,0.5,0.59,99.5,17.26,1511.27,1715.81,113.53,2.97
December-25,JHANSI,EUDC JHANSI,DIV233512,EUDD II JHANSI,21.41,17.67,17.46,1597.92,1618.79,101.31,16.38,7.56,9.16,0.72,43.96,0,0,100,16.95,1553.95,1618.79,104.17,14.02
December-25,KANPUR I,EDC KANPUR,DIV293313,EDD II CHAUBEYPUR,27.91,28.05,-0.51,1862.35,2429.09,130.43,-31.1,8.7,8.66,0.38,39.97,2.68,6.7,93.26,27.68,1822.39,2426.41,133.14,-33.82
December-25,KANPUR I,EDC KANPUR,DIV293311,EDD GHATAMPUR,21.07,17.54,16.76,778.89,998.28,128.17,-6.69,4.74,5.69,1.14,163.04,9.58,5.88,95.11,16.4,615.85,988.7,160.54,-33.64
December-25,KANPUR I,EDC KANPUR DEHAT,DIV293312,EDD I KANPUR,27.29,25.17,7.77,1528.07,2651.71,173.53,-60.05,9.72,10.54,0.63,72.35,119.06,164.55,-51.77,24.54,1455.71,2532.65,173.98,-60.46
December-25,KANPUR I,EDC KANPUR DEHAT,DIV292021,EDD JHIJAK,13.47,11.95,11.27,746.79,1231.02,164.84,-46.26,9.14,10.3,0.24,28.16,2.5,8.88,92.12,11.72,718.63,1228.52,170.95,-51.69
December-25,KANPUR I,EDC KANPUR DEHAT,DIV292022,EDD KANPUR DEHAT,56.54,54.38,3.83,4556.98,4559.06,100.05,3.79,8.06,8.38,2.12,160.24,6.17,3.85,96.29,52.25,4396.74,4552.89,103.55,0.41
December-25,KANPUR I,EDC KANPUR DEHAT,DIV292023,EDD PUKHRAYAN,32.94,27.63,16.12,1369.85,1498.93,109.42,8.22,4.55,5.43,2.87,228.59,5.67,2.48,97.92,24.76,1141.26,1493.26,130.84,-9.75
December-25,KANPUR II,EDC AURAIYA,DIV223051,EDD AURAIYA,29.92,26.68,10.84,1588.18,2947.75,185.61,-65.49,9.85,11.05,0.65,59.97,371.78,619.95,-452.75,26.03,1528.21,2575.96,168.56,-50.29
December-25,KANPUR II,EDC AURAIYA,DIV223052,EDD DIBYAPUR,23.77,22.65,4.68,1072.22,1767.92,164.88,-57.17,7.44,7.8,1.23,107.15,7.79,7.27,93.07,21.43,965.07,1760.13,182.38,-73.85
December-25,KANPUR II,EDC ETAWAH,DIV223031,EUDD ETAWAH,22.53,18.65,17.22,1355.56,1333.5,98.37,18.57,5.92,7.15,2.77,213.01,3.45,1.62,98.66,15.88,1142.55,1330.05,116.41,3.64
December-25,KANPUR II,EDC ETAWAH,DIV223033,EDD ETAWAH RURAL,35.51,32.17,9.41,1712.39,2216.04,129.41,-17.23,6.24,6.89,11.88,826.44,11.25,1.36,98.77,20.29,885.95,2204.79,248.86,-125.44
December-25,KANPUR II,EDC ETAWAH,DIV223032,"EDD SAIFAI, ETAWAH",33.79,28.77,14.86,1667.14,1440.13,86.38,26.45,4.26,5.01,11.07,713.49,17.98,2.52,97.85,17.69,953.65,1422.15,149.13,-26.97
December-25,KANPUR II,EDC FARRUKHABAD,DIV222921,EDD FARRUKKHABAD,29.48,27.21,7.67,1092.75,2197.35,201.08,-85.66,7.45,8.07,0.52,48.77,6.47,13.27,87.75,26.69,1043.99,2190.88,209.86,-93.76
December-25,KANPUR II,EDC FARRUKHABAD,DIV222922,EDD KAYAMGANJ,16.62,14.7,11.57,1230.15,1374.78,111.76,1.17,8.27,9.35,0.21,29.14,5.25,18.03,84.06,14.48,1201.01,1369.52,114.03,-0.84
December-25,KANPUR II,EDC FARRUKHABAD,DIV222923,EUDD FARRUKHABAD,17.3,16.34,5.57,1194.72,1505.87,126.04,-19.02,8.7,9.22,0.93,85.46,36.98,43.27,59.14,15.41,1109.26,1468.89,132.42,-25.04
December-25,KANPUR II,EDC KANNAUJ,DIV222942,EDD CHHIBRAMAU,41.34,34.2,17.27,1520.2,2784.43,183.16,-51.53,6.74,8.14,0.51,57.56,13.75,23.89,80.24,33.69,1462.64,2770.68,189.43,-56.71
December-25,KANPUR II,EDC KANNAUJ,DIV222941,EDD KANNAUJ,33.68,27.64,17.93,1305.17,2299.84,176.21,-44.61,6.83,8.32,1.8,166.45,12.32,7.4,93.93,25.84,1138.73,2287.52,200.88,-64.87
December-25,MATHURA,EDC I MATHURA,DIV261423,"EDD GOVERDHAN, MATHURA",26.11,22.08,15.45,1313.59,2525.14,192.23,-62.53,9.67,11.44,1,93.63,11.57,12.36,89.55,21.08,1219.96,2513.57,206.04,-74.2
December-25,MATHURA,EDC I MATHURA,DIV261421,EDD MATHURA RURAL,31.68,27.02,14.69,1555.99,2415.51,155.24,-32.43,7.63,8.94,0.9,73.6,11.42,15.51,86.77,26.13,1482.39,2404.09,162.18,-38.35
December-25,MATHURA,EDC I MATHURA,DIV261422,EDD KOSIKALAN,41.61,37.69,9.42,2408.48,3245.23,134.74,-22.05,7.8,8.61,0.51,39.58,1.94,4.9,95.56,37.18,2368.9,3243.29,136.91,-24.01
December-25,MATHURA,EDC II MATHURA,DIV261431,"EDD LAXMINAGAR, MATHURA",17.11,13.96,18.42,549.91,1401.66,254.89,-107.94,8.19,10.04,0.81,55.01,29.11,52.91,56.84,13.14,494.9,1372.56,277.34,-126.25
December-25,MATHURA,EDC II MATHURA,DIV261432,EDD MATH,15.53,14.47,6.81,554.91,963.94,173.71,-61.88,6.21,6.66,0.2,17.13,2.27,13.28,87.63,14.27,537.78,961.67,178.82,-66.64
December-25,MATHURA,EUDC MATHURA,DIV261411,"EUDD CANTT, MATHURA",20.05,18.63,7.11,1806.21,1754.14,97.12,9.79,8.75,9.42,1.49,136.34,25.35,18.59,82.73,17.14,1669.87,1728.79,103.53,3.83
December-25,MATHURA,EUDC MATHURA,DIV261412,"EUDD VRINDAVAN, MATHURA",22.36,20,10.55,1663.39,1869.87,112.41,-0.55,8.36,9.35,0.87,76.92,6.57,8.54,92.36,19.13,1586.46,1863.3,117.45,-5.06
December-25,MATHURA,EUDC MATHURA,DIV261413,"EUDD KRISHNANAGAR, MATHURA",22.05,19.74,10.47,1527.27,2061.75,135,-20.86,9.35,10.45,1.42,165.59,290.52,175.45,-57.08,18.32,1361.68,1771.23,130.08,-16.46
December-25,TORRENT,TORRENT,TORRENT,TORRENT,144.14,144.14,0,6743.08,6664.24,98.83,1.17,4.62,4.62,0,0,0,0,100,144.14,6743.08,6664.24,98.83,1.17
January-26,AGRA,EDC AGRA,DIV251541,"EDD SIKANDARA, AGRA",42.24,41.91,0.77,4273.93,2607.42,61.01,39.46,6.17,6.22,4.67,380.39,294.36,77.38,23.21,37.23,3893.54,2313.06,59.41,41.05
January-26,AGRA,EDC AGRA,DIV251542,"EDD LAKHANPUR, AGRA",24.05,23.84,0.86,1617.3,1560.72,96.5,4.33,6.49,6.55,0.24,27.71,47.19,170.26,-68.79,23.61,1589.58,1513.54,95.22,5.6
January-26,AGRA,EDC AGRA,DIV251544,"EDD KIRAWALI, AGRA",23.74,34.75,-46.34,1581.6,638.24,40.35,40.95,2.69,1.84,9.9,491.86,109.72,22.31,67.36,24.85,1089.74,528.53,48.5,29.02
January-26,AGRA,EDC AGRA,DIV251543,EDD KHAIRAGARH,22.75,14.7,35.39,595.98,631.86,106.02,31.5,2.78,4.3,1.1,85.84,75.13,87.52,43.45,13.6,510.13,556.73,109.13,29.49
January-26,AGRA,EDC FATEHABAD,DIV251511,EDD BAH,37.46,34.97,6.64,1714.7,557.81,32.53,69.63,1.49,1.59,8.89,779.1,8.65,1.11,98.96,26.08,935.6,549.16,58.7,45.2
January-26,AGRA,EDC FATEHABAD,DIV251512,EDD ETMADPUR,34.82,27.54,20.91,1489.93,1111.49,74.6,41,3.19,4.04,0.93,91.6,41.52,45.32,64.16,26.61,1398.32,1069.97,76.52,39.48
January-26,AGRA,EDC FATEHABAD,DIV251513,"EDD FATEHABAD, AGRA",47.57,40.02,15.88,1391.2,932.77,67.05,43.6,1.96,2.33,3.34,77.35,13.28,17.17,85.56,36.68,1313.85,919.49,69.98,41.13
January-26,ALIGARH,EDC I ALIGARH,DIV211241,"EDD SARSOL, ALIGARH",25.94,25.27,2.59,1592.28,1734.53,108.93,-6.11,6.69,6.87,1.43,136.54,57.32,41.98,59.1,23.83,1455.74,1677.2,115.21,-12.23
January-26,ALIGARH,EDC I ALIGARH,DIV211242,"EDD ATRAULI, ALIGARH",16.15,16.56,-2.58,761.09,681.18,89.5,8.19,4.22,4.11,0.19,22.34,0.42,1.86,98.09,16.38,738.75,680.76,92.15,5.47
January-26,ALIGARH,EDC I ALIGARH,DIV211243,"EDD TALANAGRI, ALIGARH",24.87,23.78,4.4,1516.47,1546.12,101.96,2.53,6.22,6.5,0.64,73.39,53.35,72.69,30.51,23.14,1443.08,1492.78,103.44,1.11
January-26,ALIGARH,EDC II ALIGARH,DIV211261,"EDD IGLAS, ALIGARH",25.48,24.11,5.37,1002.78,869.09,86.67,17.99,3.41,3.6,0.26,29.11,35.06,120.43,-13.97,23.85,973.67,834.03,85.66,18.94
January-26,ALIGARH,EDC II ALIGARH,DIV211262,"EDD KHAIR, ALIGARH",32.46,27.53,15.2,701.66,883.47,125.91,-6.77,2.72,3.21,0.23,19.57,41.82,213.63,-81.16,27.3,682.08,841.66,123.4,-4.64
January-26,ALIGARH,EDC II ALIGARH,DIV211263,"EDD AKRABAD, ALIGARH",21.06,19.96,5.23,661.79,899.78,135.96,-28.85,4.27,4.51,0.75,73.08,2.3,3.14,97.02,19.21,588.71,897.49,152.45,-44.48
January-26,ALIGARH,EUDC ALIGARH,DIV211211,EUDD I ALIGARH,21.76,17.07,21.52,1443.58,1307.59,90.58,28.91,6.01,7.66,2.05,130.64,0.17,0.13,99.9,15.02,1312.94,1307.42,99.58,21.85
January-26,ALIGARH,EUDC ALIGARH,DIV211212,EUDD II ALIGARH,17.73,14.48,18.32,1253.77,1300.48,103.73,15.28,7.33,8.98,0.88,84.49,152.14,180.07,-47.08,13.61,1169.28,1148.33,98.21,19.78
January-26,ALIGARH,EUDC ALIGARH,DIV211213,EUDD III ALIGARH,20.34,15.95,21.61,1438.91,1304.91,90.69,28.91,6.41,8.18,1.06,100.25,0,0,100,14.89,1338.66,1304.91,97.48,23.59
January-26,ALIGARH,EUDC ALIGARH,DIV211214,EUDD IV ALIGARH,19.63,15.43,21.41,1330.1,1421.51,106.87,16.01,7.24,9.22,0.7,68.57,129.77,189.25,-48.73,14.72,1261.53,1291.74,102.39,19.53
January-26,BANDA,EDC BANDA,DIV243913,EDD ATARRA,25.11,20.28,19.22,1043.14,844.35,80.94,34.61,3.36,4.16,3.98,323.56,133.33,41.21,66.71,16.3,719.57,711.02,98.81,20.18
January-26,BANDA,EDC BANDA,DIV243914,"EDD BABERU, BANDA",36.43,26.13,28.29,1517.79,1921.19,126.58,9.23,5.27,7.35,6.87,593.83,1449.98,244.17,-75.1,19.26,923.96,471.21,51,63.43
January-26,BANDA,EDC BANDA,DIV243911,EUDD BANDA,19.73,17.14,13.09,1047.8,956.84,91.32,20.63,4.85,5.58,3.03,258.39,151.8,58.75,48.94,14.11,789.41,805.04,101.98,11.37
January-26,BANDA,EDC CHITRAKOOT,DIV243921,EDD CHITRAKOOT DHAM,22.38,19.32,13.64,560.17,779.11,139.08,-20.11,3.48,4.03,1.56,155.96,4.47,2.87,97.52,17.77,404.21,774.63,191.64,-65.5
January-26,BANDA,EDC CHITRAKOOT,DIV243922,"EDD RAJAPUR, CHITRAKOOT",27.29,22.12,18.94,1008.39,515.31,51.1,58.58,1.89,2.33,9.12,643.05,156.96,24.41,80.21,13,365.35,358.35,98.09,20.49
January-26,BANDA,EDC HAMIRPUR,DIV243721,EDD HAMIRPUR,44.8,38.57,13.9,1761.03,2976.12,169,-45.51,6.64,7.72,2.01,168.72,1471.71,872.26,-651.02,36.56,1592.31,1504.42,94.48,18.65
January-26,BANDA,EDC HAMIRPUR,DIV243723,EDD RATH,30.08,24.38,18.95,741.77,570.32,76.89,37.68,1.9,2.34,1.46,131.35,15.42,11.74,90.48,22.92,610.42,554.9,90.9,26.32
January-26,BANDA,EDC MAHOBA,DIV243711,EDD I MAHOBA,15.9,13.95,12.22,668.94,539.56,80.66,29.2,3.39,3.87,1.05,94.6,1.59,1.68,98.52,12.91,574.33,537.97,93.67,17.78
January-26,BANDA,EDC MAHOBA,DIV243712,"EDD KULPAHAR, MAHOBA",38.73,31.68,18.22,1675.86,1250.65,74.63,38.97,3.23,3.95,1.93,190.33,1.07,0.56,99.54,29.74,1485.54,1249.58,84.12,31.21
January-26,ETAH,EDC ETAH,DIV277034,"EDD PILUWA, ETAH",32.47,29.08,10.44,813.17,736.33,90.55,18.9,2.27,2.53,0.67,54.76,2.65,4.84,95.66,28.41,758.41,733.67,96.74,13.36
January-26,ETAH,EDC ETAH,DIV277032,"EDD JALESAR, ETAH",34.23,30.8,10.04,735.68,922.82,125.44,-12.84,2.7,3,1.62,73.91,217.15,293.78,-164.28,29.18,661.77,705.68,106.64,4.07
January-26,ETAH,EDC ETAH,DIV277031,EUDD ETAH,11.69,9.3,20.45,824.62,798.77,96.86,22.94,6.83,8.59,0.48,53.48,81.3,152.03,-20.94,8.82,771.15,717.47,93.04,25.99
January-26,ETAH,EDC HATHRAS,DIV271321,EDD I HATHRAS,15.4,12.59,18.23,1043.07,1069.41,102.53,16.16,6.94,8.49,0.83,76.55,129.06,168.59,-37.86,11.77,966.52,940.35,97.29,20.44
January-26,ETAH,EDC HATHRAS,DIV271322,"EDD ODHPURA, HATHRAS",26.52,24.34,8.2,853.57,786.8,92.18,15.38,2.97,3.23,0.4,38.17,13.07,34.24,68.57,23.94,815.4,773.73,94.89,12.89
January-26,ETAH,EDC HATHRAS,DIV271323,"EDD SASNI, HATHRAS",33.79,32.64,3.4,1472.84,1323.01,89.83,13.23,3.92,4.05,1.1,116.61,53.76,46.1,55.46,31.54,1356.23,1269.25,93.59,9.6
January-26,ETAH,EDC HATHRAS,DIV271324,"EDD SADABAD, HATHRAS",25.87,19.51,24.59,724.09,691.51,95.5,27.98,2.67,3.54,0.1,9.3,0,0,100,19.41,714.79,691.51,96.74,27.05
January-26,ETAH,EDC KASGANJ,DIV272153,EDD KASGANJ,18.52,16.84,9.04,1066.5,906.65,85.01,22.67,4.9,5.38,0.48,54.82,0.75,1.37,98.75,16.37,1011.69,905.89,89.54,18.55
January-26,ETAH,EDC KASGANJ,DIV272152,"EDD SORON, KASGANJ",20.49,19.25,6.03,867.75,816.19,94.06,11.61,3.98,4.24,0.96,97.68,12.29,12.58,88.18,18.3,770.07,803.9,104.39,1.9
January-26,FIROZABAD,EDC FIROZABAD,DIV281631,EDD FIROZABAD,36.54,27.2,25.57,1053.97,1539.49,146.07,-8.72,4.21,5.66,1.12,17.42,173.15,993.84,-639.71,26.08,1036.55,1366.33,131.82,1.89
January-26,FIROZABAD,EDC FIROZABAD,DIV281635,EDD JASRANA,20.64,21.45,-3.96,642.6,644.98,100.37,-4.34,3.13,3.01,0.71,74.22,11.18,15.07,84.33,20.74,568.38,633.79,111.51,-15.92
January-26,FIROZABAD,EDC FIROZABAD,DIV281633,EDD SHIKOHABAD,25.22,20.38,19.19,1055.42,1001.91,94.93,23.29,3.97,4.92,5.48,232.02,14.74,6.35,94.87,14.9,823.4,987.17,119.89,3.12
January-26,FIROZABAD,EDC FIROZABAD,DIV281634,EDD SHIRSAGANJ,21.72,20.65,4.95,823.61,861.3,104.58,0.6,3.97,4.17,3.11,243.43,175.69,72.17,31.4,17.54,580.18,685.6,118.17,-12.32
January-26,FIROZABAD,EDC FIROZABAD,DIV281632,EDD TUNDLA,23.54,18.76,20.31,956.51,738.94,77.25,38.44,3.14,3.94,1.06,104.33,47.64,45.66,63.61,17.7,852.18,691.3,81.12,35.35
January-26,FIROZABAD,EDC MAINPURI,DIV281722,"EDD BHOGAON, MAINPURI",31.88,30.74,3.55,1148.34,896.03,78.03,24.74,2.81,2.91,2.76,292.24,44.46,15.21,85.33,27.98,856.1,851.57,99.47,4.06
January-26,FIROZABAD,EDC MAINPURI,DIV281723,"EDD KARHAL, MAINPURI",31.81,26.97,15.22,1145.46,881.01,76.91,34.79,2.77,3.27,4.24,332.66,10.46,3.14,97.34,22.72,812.81,870.55,107.1,9.2
January-26,FIROZABAD,EDC MAINPURI,DIV281721,EDD I MAINPURI,15.67,12.12,22.69,937.22,1092.68,116.59,9.87,6.97,9.02,1.62,122.8,280.8,228.66,-76.78,10.5,814.41,811.88,99.69,22.93
January-26,FIROZABAD,EUDC  FIROZABAD,DIV281641,"EUDD ASFABAD, FIROZABAD",13.81,9.57,30.71,847.84,973.74,114.85,20.42,7.05,10.17,1.76,161.27,122.55,75.99,47.35,7.82,686.57,851.19,123.98,14.1
January-26,FIROZABAD,EUDC  FIROZABAD,DIV281642,"EUDD CHANDRA NAGAR, FIROZABAD",23.23,21.24,8.57,1827.74,1855.16,101.5,7.2,7.99,8.74,2.41,217.91,199.55,91.58,16.27,18.83,1609.83,1655.61,102.84,5.97
January-26,JHANSI,EDC JHANSI,DIV233633,EDD II JHANSI,48.76,36.6,24.94,2105.45,1503.07,71.39,46.42,3.08,4.11,14.7,887.86,78.28,8.82,93.38,21.9,1217.59,1424.79,117.02,12.17
January-26,JHANSI,EDC JHANSI,DIV233632,EDD MAURANIPUR,43.47,33.83,22.18,1527.96,777.77,50.9,60.39,1.79,2.3,2.29,196,155.61,79.39,38.22,31.53,1331.96,622.16,46.71,63.65
January-26,JHANSI,EDC LALITPUR,DIV233641,EDD I LALITPUR,20.47,14.81,27.64,900.89,954.32,105.93,23.35,4.66,6.44,1.61,171.22,218.79,127.78,7.54,13.2,729.66,735.53,100.8,27.06
January-26,JHANSI,EDC LALITPUR,DIV233642,"EDD MAHRAUNI, LALITPUR",34.17,32.16,5.87,1278.1,969.46,75.85,28.6,2.84,3.01,4.98,403.82,577.66,143.05,-34.65,27.18,874.27,391.79,44.81,57.82
January-26,JHANSI,EDC ORAI,DIV233422,EDD I ORAI,46.66,40.2,13.84,1898.15,1861.71,98.08,15.49,3.99,4.63,2.86,365.08,523.52,143.4,-23.55,37.34,1533.07,1338.19,87.29,24.79
January-26,JHANSI,EDC ORAI,DIV233421,EDD II ORAI,52.68,45.04,14.52,1767.48,1823.03,103.14,11.83,3.46,4.05,3.39,341.85,857.93,250.97,-114.53,41.65,1425.63,965.1,67.7,42.13
January-26,JHANSI,EUDC JHANSI,DIV233511,EUDD I JHANSI,23.76,20.38,14.2,1802.11,1663.55,92.31,20.8,7,8.16,0.86,87.18,0.47,0.54,99.54,19.52,1714.93,1663.09,96.98,16.79
January-26,JHANSI,EUDC JHANSI,DIV233512,EUDD II JHANSI,23.77,20.8,12.51,1568.8,1369.41,87.29,23.63,5.76,6.58,1.58,98.34,0,0,100,19.22,1470.47,1369.41,93.13,18.52
January-26,KANPUR I,EDC KANPUR,DIV293313,EDD II CHAUBEYPUR,28.27,28.1,0.6,2029.88,1911.84,94.18,6.38,6.76,6.8,0.39,41.03,24.67,60.12,40.25,27.72,1988.85,1887.17,94.89,5.68
January-26,KANPUR I,EDC KANPUR,DIV293311,EDD GHATAMPUR,20.09,18.21,9.35,823.23,553.06,67.18,39.1,2.75,3.04,1.19,163.5,4.64,2.84,97.43,17.02,659.72,548.42,83.13,24.64
January-26,KANPUR I,EDC KANPUR DEHAT,DIV293312,EDD I KANPUR,29.52,27,8.53,1570.69,1587.81,101.09,7.53,5.38,5.88,0.38,35.19,3.91,11.11,89.84,26.63,1535.51,1583.91,103.15,5.65
January-26,KANPUR I,EDC KANPUR DEHAT,DIV292021,EDD JHIJAK,12.94,11.87,8.24,724.06,920.43,127.12,-16.65,7.11,7.75,0.24,26.4,265.53,1005.78,-822.91,11.63,697.66,654.9,93.87,13.86
January-26,KANPUR I,EDC KANPUR DEHAT,DIV292022,EDD KANPUR DEHAT,55.1,54.44,1.2,3817.72,3665.13,96,5.15,6.65,6.73,2.92,110.8,2.14,1.93,98.09,51.52,3706.91,3662.99,98.82,2.37
January-26,KANPUR I,EDC KANPUR DEHAT,DIV292023,EDD PUKHRAYAN,30.75,27.59,10.26,1342.52,1275.52,95.01,14.74,4.15,4.62,3.92,262.98,88.45,33.64,69.82,23.67,1079.54,1187.06,109.96,1.32
January-26,KANPUR II,EDC AURAIYA,DIV223051,EDD AURAIYA,29.28,27.09,7.48,1771.66,1846.79,104.24,3.56,6.31,6.82,0.75,66.09,5.1,7.71,92.87,26.34,1705.57,1841.69,107.98,0.1
January-26,KANPUR II,EDC AURAIYA,DIV223052,EDD DIBYAPUR,23.52,21.95,6.68,1032.18,1133.39,109.8,-2.47,4.82,5.16,1.32,107.93,221.09,204.84,-91.16,20.63,924.25,912.3,98.71,7.89
January-26,KANPUR II,EDC ETAWAH,DIV223031,EUDD ETAWAH,25.08,19.79,21.11,1370.49,1468.27,107.13,15.48,5.85,7.42,2.36,184.38,251.58,136.44,-7.64,17.43,1186.11,1216.69,102.58,19.08
January-26,KANPUR II,EDC ETAWAH,DIV223033,EDD ETAWAH RURAL,35.01,28.57,18.39,1424.44,1505.54,105.69,13.74,4.3,5.27,7.64,554.99,510.33,91.95,24.96,20.93,869.45,995.21,114.46,6.59
January-26,KANPUR II,EDC ETAWAH,DIV223032,"EDD SAIFAI, ETAWAH",34.55,30.76,10.95,1830.76,1024.64,55.97,50.16,2.97,3.33,13.79,979.52,51.69,5.28,95.3,16.97,851.24,972.95,114.3,-1.78
January-26,KANPUR II,EDC FARRUKHABAD,DIV222921,EDD FARRUKKHABAD,28.27,25.5,9.78,1376.59,1122.54,81.54,26.43,3.97,4.4,0.42,83.07,3.84,4.62,95.83,25.08,1293.52,1118.7,86.49,21.97
January-26,KANPUR II,EDC FARRUKHABAD,DIV222922,EDD KAYAMGANJ,16.29,15.27,6.22,883.63,669.82,75.8,28.91,4.11,4.39,0.23,25.04,4.16,16.63,84.4,15.04,858.59,665.65,77.53,27.29
January-26,KANPUR II,EDC FARRUKHABAD,DIV222923,EUDD FARRUKHABAD,19.42,15.21,21.66,585.74,1223.86,208.94,-63.68,6.3,8.05,1.16,-313.21,182.8,-58.36,145.72,14.06,898.96,1041.06,115.81,9.28
January-26,KANPUR II,EDC KANNAUJ,DIV222942,EDD CHHIBRAMAU,40.43,36.7,9.22,1493.22,1391.16,93.17,15.42,3.44,3.79,2.56,232.02,72.13,31.09,71.78,34.14,1261.2,1319.03,104.59,5.06
January-26,KANPUR II,EDC KANNAUJ,DIV222941,EDD KANNAUJ,33.66,30.74,8.65,1366.98,1336.8,97.79,10.67,3.97,4.35,1.02,105.52,12.76,12.09,88.96,29.73,1261.46,1324.04,104.96,4.12
January-26,MATHURA,EDC I MATHURA,DIV261423,"EDD GOVERDHAN, MATHURA",28.92,27.99,3.23,1200.72,1286.43,107.14,-3.68,4.45,4.6,0.97,84.09,1.08,1.29,98.75,27.02,1116.63,1285.34,115.11,-11.39
January-26,MATHURA,EDC I MATHURA,DIV261421,EDD MATHURA RURAL,35.15,30.49,13.25,1628.84,1657.89,101.78,11.7,4.72,5.44,0.79,76.43,164.09,214.69,-86.24,29.7,1552.41,1493.8,96.22,16.53
January-26,MATHURA,EDC I MATHURA,DIV261422,EDD KOSIKALAN,50.35,46.64,7.36,2628.15,2191.2,83.37,22.76,4.35,4.7,3.45,158.43,38.16,24.08,77.69,43.2,2469.72,2153.04,87.18,19.24
January-26,MATHURA,EDC II MATHURA,DIV261431,"EDD LAXMINAGAR, MATHURA",18.04,22.07,-22.39,954.03,805.49,84.43,-3.33,4.47,3.65,2.23,70.86,21.01,29.64,63.72,19.85,883.17,784.48,88.83,-8.71
January-26,MATHURA,EDC II MATHURA,DIV261432,EDD MATH,15.3,15.12,1.18,398.11,418.93,105.23,-3.99,2.74,2.77,0.14,12.13,1.36,11.21,88.92,14.98,385.98,417.57,108.18,-6.91
January-26,MATHURA,EUDC MATHURA,DIV261411,"EUDD CANTT, MATHURA",21.16,19.03,10.08,1595.98,1740.61,109.06,1.93,8.23,9.15,1.29,116.14,130.77,112.6,-1.25,17.73,1479.85,1609.83,108.78,2.18
January-26,MATHURA,EUDC MATHURA,DIV261412,"EUDD VRINDAVAN, MATHURA",23.54,22.25,5.47,1846.3,1927.55,104.4,1.31,8.19,8.66,1.16,109,97.99,89.9,15.02,21.09,1737.3,1829.56,105.31,0.45
January-26,MATHURA,EUDC MATHURA,DIV261413,"EUDD KRISHNANAGAR, MATHURA",25.05,23.21,7.34,2130.58,1725.47,80.99,24.96,6.89,7.43,1.91,148.54,31.91,21.48,80.09,21.3,1982.05,1693.56,85.45,20.83
January-26,TORRENT,TORRENT,TORRENT,TORRENT,157.12,157.12,0,6790.6,7007.71,103.2,-3.2,4.46,4.46,0,0,0,0,100,157.12,6790.6,7007.71,103.2,-3.2
February-26,AGRA,EDC AGRA,DIV251541,"EDD SIKANDARA, AGRA",34.11,35.94,-5.36,3777.35,2737.4,72.47,23.65,8.02,7.62,3.44,319.5,166.38,52.07,45.14,32.5,3457.85,2571.02,74.35,21.66
February-26,AGRA,EDC AGRA,DIV251542,"EDD LAKHANPUR, AGRA",20.87,22.34,-7.08,1493.84,1611.24,107.86,-15.5,7.72,7.21,0.23,30.78,0.49,1.6,98.29,22.11,1463.06,1610.75,110.09,-17.89
February-26,AGRA,EDC AGRA,DIV251544,"EDD KIRAWALI, AGRA",21.16,32.87,-55.32,1271.34,595.35,46.83,27.27,2.81,1.81,9.01,385.06,0.18,0.05,99.93,23.86,886.28,595.17,67.15,-4.3
February-26,AGRA,EDC AGRA,DIV251543,EDD KHAIRAGARH,19.58,17.16,12.36,711.2,544.22,76.52,32.94,2.78,3.17,1.09,115.74,0,0,100,16.07,595.46,544.22,91.39,19.9
February-26,AGRA,EDC FATEHABAD,DIV251511,EDD BAH,32.03,28.88,9.83,1389.28,1971.38,141.9,-27.95,6.15,6.83,7.17,709.29,1482.57,209.02,-88.48,21.71,679.99,488.81,71.88,35.18
February-26,AGRA,EDC FATEHABAD,DIV251512,EDD ETMADPUR,27.25,25.12,7.81,1093.6,1013.32,92.66,14.58,3.72,4.03,0.93,51.33,0,0,100,24.19,1042.26,1013.32,97.22,10.37
